ns_steps,test_acc_mean,test_acc_std,train_loss_mean,train_loss_std,orth_error_mean,orth_error_std,runtime_sec_mean,runtime_sec_std,W1_spec_mean,W1_spec_std,W2_spec_mean,W2_spec_std
1,0.9511111111111111,0.007157832625958422,0.1511423631419685,0.006100992875704345,0.8785981379073942,0.0009190977379373409,0.2774622572000226,0.06964823472736659,2.1873556022097262,0.045089712166469856,2.000947515469595,0.029671475831042737
3,0.9516666666666668,0.007157832625958428,0.1487933307218507,0.006697604075593167,0.704569037629793,0.00424780529674277,0.3588362957999379,0.22352633569254313,2.07114403751594,0.03558747406745377,1.889249315679417,0.03741363657074472
5,0.9505555555555555,0.005931710140017422,0.14909741752516856,0.006575494647529575,0.5633190405014039,0.002412533653532243,0.26133938280008806,0.04299736352994524,1.941484973319588,0.04677837766459159,1.9143554525669386,0.05441768766541075
8,0.9511111111111111,0.0057197945227705745,0.1552872624352022,0.00805321884913328,0.4369890189064033,0.0032981625262058934,0.2831977831999211,0.07054051343248101,1.8237959103286863,0.0438428850245649,1.998035529163007,0.052263431735785695
