lambda,random_max_norm,random_final_norm,adversarial_max_norm,adversarial_final_norm,theory_bound
0.0,2.6543062028727094,2.6458491780411784,40.20000000000021,40.20000000000021,inf
0.01,2.2606548441523153,2.2438945899800755,33.1087510957697,33.1087510957697,100.0
0.05,1.419307173656643,1.3870629003280912,17.327063279722626,17.327063279722626,20.0
0.1,1.029047294855574,0.9225990346225978,9.822298672458304,9.822298672458304,10.0
0.2,0.7329683419780628,0.6544677246692234,4.998453332658176,4.998453332658176,5.0
